web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1578846561-1811,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,AsphaltCowboy,Last Phone out of Saigon - wait no it didn't make it.,"Reviewed in the United States on December 12, 2019","This phone feels like what could have been the last phone out of Saigon (Vietnam reference, not China.) . It was and is a great phone, but I haven't received any sort of updates in 9 months while on TMobile (I've had the phone since July 2018.)  No ways to manually flash or update it either.  It also uses AI monitoring for power savings, which is awesome, until I got a Tesla, which uses your phone as a key, and there is no way to get the AI from killing the Tesla apps connection to the bluetooth stack.  Sad day.",2,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
1578846493-1545,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"A Little Woman ""Gentle"" Acts 17:34",Nice looking phone,"Reviewed in the United States on September 4, 2018",Very nice looking phone camera is pretty good. The volume is not high wish the speakers work better.,4,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1578846487-1516,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gerardo A. Marquez,Good phone for one year,"Reviewed in the United States on August 11, 2018",For exactly one year and two months was an awesome phone.  Unfortunately the back part took off and the microphone has started to give me problems. The warranty expired so I am disappointed. The Moto X lasted me seven years without any physical problem and this phone just one year.,3,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews
1578846582-1897,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,VK,It's a good phone.,"Reviewed in the United States on September 26, 2018",It's a good phone with a few shortcomings.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&reviewerType=all_reviews
1578846561-1809,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amanda Hale,It gives Samsung a Run For Its Money,"Reviewed in the United States on November 21, 2018","I've had this for a few day. I'll give it another review a month from now.

There's a reason Samsung and iPhone don't want this unit in the US. It's a flag ship. It's super fast. It's screen is vibrant.

I love it!

 The whole China Spy thing is a load of garbage perpetuated by the two top phones in the US realizing they had competition.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews
1578846460-1413,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mom,Perfect phone,"Reviewed in the United States on January 4, 2020","I love love love this phone! I'm using it right now in fact. I can literally do everything I need on here. I don't need a laptop or a wallet or even a fully functioning brain. Multitasking is a breeze. I've dropped it multiple times and nobody knows! It's wearing a cheap case so I have to give credit to this phone for being made so well. Something should have broken by now! I'm one of those people who like keeping their phones for a few years (forever) and this perfect phone has held up to my every expectation and more! I've played alot with the camera and most of the settings. I'm definitely a novice at picture taking but there's literally a setting for that! I can take some beautiful pictures finally. I don't use social media apps hardly ever which is my best guess as to why my phone never overheats or does stupid things. I use this phone to test Bluetooth or wifi or anything else I can think of if the kids' things don't pair or work. This phone is the shiznit. If I trusted my kids I would buy them this same exact one. My daughter got an apple x and it has issues. Surprise. She will be so mad, threatening to throw the stupid apple and I just sit back and smile at my phone. This phone is so smart. Except the facial recognition. My cat's face or hunny's middle finger can open it! Instead of using facial recognition, I just stick to the finger recognition and it's just great. Never fails. It knows my finger so much. I know a day will come when I have to replace it but it will always have a special place in my heart.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1578846558-1799,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,michael,"Phenomenal phone, but of course nothing is perfect","Reviewed in the United States on October 14, 2018","This is a phenomenal phone, but of course nothing is perfect.

The pros: good lasting battery, exceptionally fast charging, very good camera, beautiful design, quick processor, feature packed, price (I paid $500)

Cons: the battery is good but considering the size should be even better, the bokeh effect on the camera is very subtle (almost not there), when I stream my Hulu live it stutters bad on this phone for some reason.

This is a great phone all around. It has pretty much everything u want in a flagship phone. If u get it for $500 like I did it's an amazing deal. I definitely plan on keeping it at least 2 years unless it breaks or I get rich",4,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews
1578846592-1939,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,"Fast, smooth, great camera, excellent value.  Thanks Huawei","Reviewed in the United States on January 22, 2019","I got a Huawei mate 10 pro for Christmas gift.  I was using a 2016 Xiaomi Mi5.  Mi5 is working just fine.  I didn't think I need a new phone.  But, after I used the new mate 10 for a week, wow love it.  mate10 pro is faster, smoother and take better pictures.  I compare the speed (open apps) with my wife's new iphone X.  Mate 10 pro is as fast as iphone X on app open.  I also got an OS update to EMUI 9.0 but honestly I don't see much different than 8.0.  It has face unlock feature but I am using fingerprint unlock only.

Pro:
- Fast and smooth
- Excellent photo from front and back cameras
- Fast fingerprint unlock
- build quality is the same if not better than iphone X
- Came with screen protector and phone case in the box
- Came with USB headphone
- Nice packaging
- Support dual SIM cards
- Works great with T-mobile and US Mobile service

Con;
- I couldn't get the 32x slow motion video works correctly.
- no headphone jack.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&pageNumber=57&reviewerType=all_reviews
1578846534-1700,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Darian D. Gary,No Updates!!,"Reviewed in the United States on July 7, 2018","Liked the phone but still had April security updates in June and never received the EMUI update. If Huawei can deliver on bi-monthly updates as recently announced, maybe purchase again.",4,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews
1578846511-1609,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joyce X,My daughter 's favorite gift,"Reviewed in the United States on December 21, 2018",We really love it.,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1578846573-1865,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,aphantom90,Great looking phone but still needs some work.,"Reviewed in the United States on May 14, 2018",I wanted to like this phone but it has many a few issues that I didn't want to deal with. The fact that I paid almost 800 dollars for it I did not want to deal with simple apps like cnn or tmz from play store crashing and being told to factory reset it. i did it once but apps started crashing again. My nexus 6p never had issues like this. it is a great looking phone but I think there is compatibility issue with some apps. Not worth the hassle for me.,3,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews
1578846541-1726,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,CK,Just Poor,"Reviewed in the United States on August 14, 2018","Not really compatible with any carrier , ATT some bands, T-Mobil some , Verizon NONE, No firmware support here in the US and security updates are really old. Stay away!!",2,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews
1578846503-1578,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Leon,A great phone for a lazy and ordinary guy,"Reviewed in the United States on February 22, 2018","This is my first Andriod phone and so far I'm very happy with it. The setup to transfer everything from my old phone to this one is super easy. I always used iphone until now. I use phone for couple things: make calls, GPS and browse internet.  Compare iPhone, there are couple things I like better:
1. the finger print, it's much sensitive and easy to use.
2. it can open mutiple apps at the same time and easy to navigate through them.
3. Much, much better GPS
4. Much, much stronger signal, especially the wifi.
5. it comes with the installed screen protector and phone case.
6. setup on this phone is much easier than iPhone. I just need to search on the phone instead of google for it.
I also took couple photos and they look better than iPhone too.
The only thing I don't like is the out box screen icons. I don't like go through screens to find my app, it should have more icons on the home screen.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews
1578846566-1835,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Joe,This phone make a great gift to your love one,"Reviewed in the United States on December 28, 2018","Got this for my wife as her birthday gift and replace the old Galaxy S7 Edge (way too slow....)
The photo quality is awesome, selfie mode is great!
The sound, they make a virtue stereo system with the top speaker, which is very nice.
comes with type-c earbuds, the great plus
battery is awesome!!",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews
1578846475-1469,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kenneth,Perfect Phone!!!,"Reviewed in the United States on July 31, 2018","So...I upgraded to this after using a Samsung Galaxy s3. I knew this would be a vast improvement but holy smokes this phone is awesome I would buy from Huawei the next time I need an upgrade for sure. My galaxy S3 just got so slow that I couldn't even take a picture on it without waiting 3+ minutes for the phone to respond. With the mate 10, I just put my finger over the fingerprint scanner and boom everything loads so fast, and the camera on this thing takes such high resolution photos everyone is blown away when they see the pics I've taken. Plus this thing takes photos so fast (without) blurring that sometimes I get people with their eyes closed.

Overall, great phone I highly recommend it.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1578846532-1693,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lemus,Camera!,"Reviewed in the United States on June 19, 2019",Good!!,5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews
1578846524-1656,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Katy & Family,Five Stars,"Reviewed in the United States on April 18, 2018","A wonderful phone!!
Much better than iPhones.",5,Next page?,https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/product-reviews/B078T2T2FL/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
